exam_year,state,city,center_name,center_id,total_students,above_600_marks,above_700_marks,center_average_marks,center_median_marks,state_average_marks,state_median_marks,national_average_marks,national_median_marks,Ultra_High_Score_Ratio,High_Score_Ratio,Center_v_National_Gap,Center_v_State_Gap,Center_Std_Dev,Center_Skewness,Center_Kurtosis,Anomaly_Flag,Anomaly_Score,Anomaly_Type
2024,Kerala,Thiruvananthapuram,Sivagiri Sree Narayana Sr Sec Sch Varkala Kl,281114,527,20,0,231.83,185.0,235.7,181,217.16,163,0.0,0.0379506641366223,14.670000000000016,-3.869999999999976,157.908,0.997,0.335,1,0.08218030877484533,Normal Center
2024,Kerala,Kozhikode/Calicut,Msgr Raymond Mem School Chempanoda Kozhikode Kl,280831,300,18,0,281.07,253.5,235.7,181,217.16,163,0.0,0.06,63.91,45.370000000000005,173.965,0.505,-0.779,1,0.06709284066304905,Normal Center
2024,Kerala,Thiruvananthapuram,Sai Krishna Public School,281113,529,9,0,210.19,165.0,235.7,181,217.16,163,0.0,0.0170132325141776,-6.969999999999999,-25.50999999999999,149.549,1.036,0.379,1,0.08321858421055234,Normal Center
2024,Kerala,Kozhikode/Calicut,Al-Farook Residential Senior Secondary School,280809,524,36,2,278.84,222.0,235.7,181,217.16,163,0.0038167938931297,0.0725190839694656,61.67999999999998,43.13999999999999,179.581,0.687,-0.639,1,0.05420412926905416,Normal Center
2024,Kerala,Angamaly,Infant Jesus Public School,280207,396,10,0,199.7,156.0,235.7,181,217.16,163,0.0,0.0252525252525252,-17.460000000000008,-36.0,144.813,1.399,1.506,1,0.07462326483511733,Normal Center
2024,Kerala,Kozhikode/Calicut,Pleasant English School,280836,303,21,0,273.45,237.0,235.7,181,217.16,163,0.0,0.0693069306930693,56.28999999999999,37.75,171.67,0.724,-0.427,1,0.07940630140712884,Normal Center
2024,Kerala,Kollam,Vimala Central School,280608,572,20,0,202.3,158.0,235.7,181,217.16,163,0.0,0.0349650349650349,-14.859999999999983,-33.39999999999998,157.197,1.291,1.077,1,0.07923087950195778,Normal Center
2024,Kerala,Kannur,Mount Guide Int Sch Thalassery Kannur Kl,280405,392,20,0,245.44,200.5,235.7,181,217.16,163,0.0,0.0510204081632653,28.28,9.740000000000007,161.439,1.037,0.329,1,0.08192511894989585,Normal Center
2024,Kerala,Kannur,Safa English Medium School,280402,573,27,0,233.58,184.0,235.7,181,217.16,163,0.0,0.0471204188481675,16.420000000000016,-2.119999999999976,157.787,1.179,0.64,1,0.08240544600374028,Normal Center
2024,Kerala,Kollam,St.John`S School Anchal Kollam Dt Kerala,280606,658,21,0,198.52,156.0,235.7,181,217.16,163,0.0,0.0319148936170212,-18.639999999999983,-37.17999999999998,150.707,1.354,1.464,1,0.07565055601739495,Normal Center
2024,Kerala,Kollam,Sree Narayana Public School,280601,1153,49,0,208.31,159.0,235.7,181,217.16,163,0.0,0.0424978317432784,-8.849999999999994,-27.389999999999983,158.948,1.259,0.851,1,0.08306640749905464,Normal Center
2024,Kerala,Kollam,Stmarys English Medium School,280623,298,8,0,192.07,155.5,235.7,181,217.16,163,0.0,0.0268456375838926,-25.090000000000003,-43.63,143.416,1.421,1.758,1,0.0735365590436658,Normal Center
2024,Kerala,Kannur,Indira Gandhi Public School,280411,338,12,0,240.91,191.0,235.7,181,217.16,163,0.0,0.0355029585798816,23.75,5.210000000000008,160.236,1.038,0.283,1,0.08114972234341444,Normal Center
2024,Kerala,Kannur,Sree Sankara Vidyapeetam Sr.Sec School Mattanur,280416,225,7,0,217.99,160.0,235.7,181,217.16,163,0.0,0.0311111111111111,0.8300000000000125,-17.70999999999998,156.898,1.212,0.655,1,0.08439649533622401,Normal Center
2024,Kerala,Kollam,M G M Res Pub School Kottarakara Kollam Kerala,280624,264,11,1,202.64,155.0,235.7,181,217.16,163,0.0037878787878787,0.0454545454545454,-14.52000000000001,-33.06,157.757,1.264,1.048,1,0.05554249408618195,Normal Center
2024,Kerala,Kannur,Vimal Jyothi Engineering College,280420,918,47,2,238.93,185.0,235.7,181,217.16,163,0.0021786492374727,0.0533769063180827,21.77000000000001,3.230000000000018,167.893,1.011,0.08,1,0.07373107363265263,Normal Center
2024,Kerala,Kollam,Brook Int School Rajagiri Sasthamkotta Kollam Kl,280612,463,13,1,205.55,157.0,235.7,181,217.16,163,0.0021598272138228,0.0302375809935205,-11.609999999999983,-30.149999999999977,151.712,1.263,0.918,1,0.06842483862271231,Normal Center
2024,Kerala,Payyanur,"Kendriya Vidyalaya,  Payyannur",281501,488,17,0,237.67,186.5,235.7,181,217.16,163,0.0,0.0348360655737704,20.50999999999999,1.9699999999999989,161.901,0.911,-0.06,1,0.08216701218913997,Normal Center
2024,Kerala,Kollam,S N Trusts Central School,280615,345,9,1,207.36,165.0,235.7,181,217.16,163,0.0028985507246376,0.0289855072463768,-9.799999999999985,-28.33999999999997,153.253,1.199,0.833,1,0.06974794962041692,Normal Center
2024,Kerala,Kannur,"Chinmaya Vidyalaya , Taliparamba",280418,200,8,0,221.76,182.5,235.7,181,217.16,163,0.0,0.04,4.599999999999994,-13.939999999999998,151.267,1.213,0.733,1,0.08196990308144181,Normal Center
2024,Kerala,Kozhikode/Calicut,Apex International School,280814,462,32,0,272.12,218.0,235.7,181,217.16,163,0.0,0.0692640692640692,54.96000000000001,36.420000000000016,180.553,0.641,-0.775,1,0.0752019077556727,Normal Center
2024,Kerala,Idukki,Marian College,281303,425,6,0,174.88,138.0,235.7,181,217.16,163,0.0,0.0141176470588235,-42.28,-60.81999999999999,125.739,1.754,3.243,1,0.06899112458049406,Normal Center
2024,Kerala,Kozhikode/Calicut,Hill View International School,280813,465,36,2,288.09,246.0,235.7,181,217.16,163,0.0043010752688172,0.0817204301075268,70.92999999999998,52.38999999999999,179.555,0.57,-0.758,1,0.046278564784427934,Normal Center
2024,Kerala,Thiruvananthapuram,S N Public School Chenkottukonam Trivandrum Kl,281109,639,22,0,219.17,166.0,235.7,181,217.16,163,0.0,0.0344287949921752,2.009999999999991,-16.53,164.602,1.109,0.335,1,0.08507118669721897,Normal Center
2024,Kerala,Idukki,Jai Rani Public School,281304,424,8,0,191.22,148.0,235.7,181,217.16,163,0.0,0.0188679245283018,-25.94,-44.47999999999999,144.285,1.389,1.36,1,0.0754112561373923,Normal Center
2024,Kerala,Kozhikode/Calicut,Vadi Husna Pub Sch Koduvally Kozhikode Kerala,280825,347,21,1,276.26,227.0,235.7,181,217.16,163,0.0028818443804034,0.063400576368876,59.1,40.56,176.039,0.664,-0.66,1,0.061652713349697574,Normal Center
2024,Kerala,Kozhikode/Calicut,Bharatiya Vidya Bhavan School Perumthiruthi,280822,420,21,0,263.57,213.5,235.7,181,217.16,163,0.0,0.05,46.41,27.870000000000005,169.478,0.78,-0.373,1,0.081068925321573,Normal Center
2024,Kerala,Thiruvananthapuram,Chinmaya Vidyalaya,281107,689,22,0,219.81,168.0,235.7,181,217.16,163,0.0,0.0319303338171262,2.6500000000000057,-15.889999999999986,159.119,1.024,0.212,1,0.0824150303554495,Normal Center
2024,Kerala,Kollam,Siddhartha Central School,280614,449,12,0,199.06,145.0,235.7,181,217.16,163,0.0,0.0267260579064587,-18.099999999999994,-36.63999999999999,152.674,1.222,0.733,1,0.08275750294863521,Normal Center
2024,Kerala,Kannur,Malabar Eng Sch Chakkarakal Mowanchery Kannur Kl,280419,161,4,0,237.83,195.0,235.7,181,217.16,163,0.0,0.0248447204968944,20.670000000000016,2.130000000000024,154.394,1.021,0.349,1,0.08285001496799438,Normal Center
2024,Kerala,Kollam,Lords Public School Karunagappally Kollam Kerela,280613,459,13,0,203.51,152.0,235.7,181,217.16,163,0.0,0.0283224400871459,-13.650000000000006,-32.19,155.149,1.236,0.894,1,0.08024245188437679,Normal Center
2024,Kerala,Kollam,S N Public School,280625,268,5,0,214.69,172.0,235.7,181,217.16,163,0.0,0.0186567164179104,-2.469999999999999,-21.00999999999999,150.381,1.149,0.65,1,0.08610743050233993,Normal Center
2024,Kerala,Kannur,St.James English Medium Convent School,280417,226,7,0,217.02,169.5,235.7,181,217.16,163,0.0,0.0309734513274336,-0.1399999999999863,-18.67999999999998,152.448,1.23,0.734,1,0.08412858827040287,Normal Center
2024,Kerala,Kannur,Mount Flower English School Uliyil Iritty Kannur,280410,333,21,0,233.63,182.0,235.7,181,217.16,163,0.0,0.063063063063063,16.47,-2.069999999999993,166.175,1.22,0.637,1,0.08084197392427594,Normal Center
2024,Kerala,Kollam,National Public School,280622,343,8,0,207.06,150.0,235.7,181,217.16,163,0.0,0.0233236151603498,-10.099999999999994,-28.639999999999983,160.973,1.104,0.288,1,0.08380378006545014,Normal Center
2024,Kerala,Kozhikode/Calicut,Beeline Public School,280823,390,31,0,291.73,248.5,235.7,181,217.16,163,0.0,0.0794871794871794,74.57000000000002,56.03000000000003,181.991,0.511,-0.935,1,0.0661835407768383,Normal Center
2024,Kerala,Thiruvananthapuram,Abdul Salam Rafi Res School,281106,698,18,0,212.26,165.0,235.7,181,217.16,163,0.0,0.0257879656160458,-4.900000000000006,-23.44,153.28,1.089,0.463,1,0.08435862817802214,Normal Center
2024,Kerala,Kozhikode/Calicut,Silver Hills Pub Sch Marikunnu Po Calicut Kl,280824,345,24,0,269.46,217.0,235.7,181,217.16,163,0.0,0.0695652173913043,52.29999999999998,33.75999999999999,183.201,0.693,-0.666,1,0.07524486664101099,Normal Center
2024,Kerala,Thiruvananthapuram,Sree Chithira Thirunal Residential Central School,281101,1106,44,1,225.16,176.0,235.7,181,217.16,163,0.0009041591320072,0.0406871609403255,8.0,-10.539999999999992,163.328,1.018,0.22,1,0.07587594529126129,Normal Center
2024,Kerala,Thiruvananthapuram,Jyothis Central School,281108,694,28,0,218.84,165.0,235.7,181,217.16,163,0.0,0.0403458213256484,1.6800000000000068,-16.859999999999985,161.016,1.122,0.51,1,0.08518582780273382,Normal Center
2024,Kerala,Kozhikode/Calicut,Mahlara Public School,280812,489,35,0,271.83,222.0,235.7,181,217.16,163,0.0,0.0715746421267893,54.66999999999999,36.13,178.733,0.702,-0.607,1,0.07500529218425117,Normal Center
2024,Kerala,Idukki,Infant Jesus Residential School Kattappana P O Idukki Kerala. Pin. 685508 Idukki Kerala,281305,258,6,0,178.46,137.0,235.7,181,217.16,163,0.0,0.0232558139534883,-38.69999999999999,-57.23999999999998,141.089,1.541,1.923,1,0.07391093076128352,Normal Center
2024,Kerala,Kozhikode/Calicut,Prestige Public School,280815,467,32,0,268.95,214.0,235.7,181,217.16,163,0.0,0.0685224839400428,51.78999999999999,33.25,179.231,0.732,-0.594,1,0.07729993326877671,Normal Center
2024,Kerala,Idukki,Holy Cross Convent Senior Secondary School,281302,516,12,1,184.8,141.0,235.7,181,217.16,163,0.001937984496124,0.0251937984496124,-32.359999999999985,-50.89999999999998,142.074,1.549,1.995,1,0.0616598801366568,Normal Center
2024,Kerala,Kasaragod,St Elizabeth Conv Sch Vellarikundu Kasargod Kl,280507,215,4,0,233.53,178.0,235.7,181,217.16,163,0.0,0.0186046511627906,16.370000000000005,-2.1699999999999875,154.241,0.931,-0.05,1,0.08216701218913997,Normal Center
2024,Kerala,Kottayam,St Antony`S Pub Sch Kanjirapally Kottayam Dt Kl,280703,544,48,2,239.89,161.0,235.7,181,217.16,163,0.0036764705882352,0.0919117647058823,22.72999999999999,4.189999999999998,194.906,0.917,-0.424,1,0.06289679516448632,Normal Center
2024,Kerala,Pathanamthitta,Newman Central School,281410,280,7,0,163.79,119.0,235.7,181,217.16,163,0.0,0.025,-53.370000000000005,-71.91,144.902,1.613,2.237,1,0.06975881360478847,Normal Center
2024,Kerala,Kottayam,Ebenezer International Residential School,280704,506,42,0,242.99,165.0,235.7,181,217.16,163,0.0,0.0830039525691699,25.830000000000013,7.29000000000002,192.578,0.923,-0.434,1,0.08079026133746536,Normal Center
2024,Kerala,Malappuram,Najath English Medium School,280905,683,49,0,277.65,234.0,235.7,181,217.16,163,0.0,0.0717423133235724,60.48999999999998,41.94999999999999,176.122,0.67,-0.617,1,0.07280025147726266,Normal Center
2024,Kerala,Thrissur,Bharatiya Vidya Bhavans School,281212,463,21,0,247.03,189.0,235.7,181,217.16,163,0.0,0.0453563714902807,29.870000000000005,11.330000000000013,167.433,0.891,-0.27,1,0.08229755775889824,Normal Center
2024,Kerala,Alappuzha/Chengannur,Holy Angels Public School,280106,504,12,0,202.29,151.0,235.7,181,217.16,163,0.0,0.0238095238095238,-14.870000000000005,-33.41,153.158,1.17,0.566,1,0.08471162667393667,Normal Center
2024,Kerala,Malappuram,Mes College Of Engineering Kuttipuram,280902,761,46,2,278.28,235.0,235.7,181,217.16,163,0.0026281208935611,0.0630749014454664,61.119999999999976,42.579999999999984,171.635,0.656,-0.598,1,0.06767407111242552,Normal Center
2024,Kerala,Alappuzha/Chengannur,Carmel College Of Engineering And Technology,280101,796,26,0,203.84,152.0,235.7,181,217.16,163,0.0,0.0326633165829145,-13.319999999999991,-31.859999999999985,156.802,1.324,1.045,1,0.0782474122162451,Normal Center
2024,Kerala,Thrissur,Saraswathy Vidyanikethan Central School,281215,400,17,0,253.74,198.0,235.7,181,217.16,163,0.0,0.0425,36.58000000000001,18.04000000000002,166.971,0.825,-0.324,1,0.0821953482226952,Normal Center
2024,Kerala,Alappuzha/Chengannur,College Of Engineering Cherthala,280108,453,11,0,203.19,154.0,235.7,181,217.16,163,0.0,0.0242825607064017,-13.97,-32.50999999999999,150.843,1.109,0.594,1,0.08507042718215263,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Sri Sri Ravi Shankar Vidya Mandir Ernakulam Kl,280305,538,22,0,222.22,165.0,235.7,181,217.16,163,0.0,0.0408921933085501,5.060000000000002,-13.47999999999999,159.855,1.091,0.376,1,0.08253780789019816,Normal Center
2024,Kerala,Palakkad,Nethaji Memorial Arts& Science College Nemmara,281011,433,25,0,239.31,184.0,235.7,181,217.16,163,0.0,0.0577367205542725,22.15000000000001,3.6100000000000136,165.009,1.025,0.159,1,0.08285001496799438,Normal Center
2024,Kerala,Thrissur,B V B Vidya Mandir Eravimangalam Po Trichur Kl,281223,477,24,1,260.11,209.0,235.7,181,217.16,163,0.0020964360587002,0.0524109014675052,42.95000000000002,24.410000000000025,174.251,0.791,-0.356,1,0.07327763102717239,Normal Center
2024,Kerala,Thrissur,C S Mohd Haji Mem Cent Sch Edessery Thrissur Kl,281224,370,13,0,236.01,186.5,235.7,181,217.16,163,0.0,0.0351351351351351,18.849999999999994,0.3100000000000023,154.886,1.022,0.207,1,0.08285001496799438,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Bhavans Munshi Vidyashram Thiruvamkulam,280302,650,20,0,221.48,170.0,235.7,181,217.16,163,0.0,0.0307692307692307,4.319999999999993,-14.22,157.626,1.147,0.496,1,0.08240466493399967,Normal Center
2024,Kerala,Kottayam,Sacred Heart Public School Kilimala,280705,491,43,3,251.34,171.0,235.7,181,217.16,163,0.0061099796334012,0.0936863543788187,34.18000000000001,15.640000000000017,198.386,0.83,-0.596,1,0.03812640992731575,Normal Center
2024,Kerala,Pathanamthitta,The Choice School Manthanam Po Kunnamthanam 689581,281411,297,7,0,174.24,135.0,235.7,181,217.16,163,0.0,0.0235690235690235,-42.91999999999999,-61.45999999999998,145.366,1.646,2.386,1,0.07045725187281798,Normal Center
2024,Kerala,Kasaragod,Christ Cmi Public School Kanhangad Kasaragod Kl,280508,369,22,0,216.88,160.0,235.7,181,217.16,163,0.0,0.059620596205962,-0.2800000000000011,-18.819999999999997,166.635,1.301,0.803,1,0.08303612890646561,Normal Center
2024,Kerala,Kottayam,Mary Mount Public School,280702,670,69,3,259.76,180.0,235.7,181,217.16,163,0.0044776119402985,0.1074626865671641,42.6,24.06,203.768,0.758,-0.79,1,0.0506134211202221,Normal Center
2024,Kerala,Kasaragod,Sa-Adiya E M Sr Sec Sch Kalanad Po Kasaragod Kl,280506,226,9,0,234.15,195.0,235.7,181,217.16,163,0.0,0.0398230088495575,16.99000000000001,-1.549999999999983,152.919,1.095,0.529,1,0.08233155907135298,Normal Center
2024,Kerala,Kasaragod,Apsarapublic School,280501,509,9,0,209.15,162.0,235.7,181,217.16,163,0.0,0.0176817288801571,-8.009999999999991,-26.549999999999983,143.181,1.225,0.911,1,0.08071435677141126,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Irshadiyya Pub Sch Kothamangalam Ernakulam Kl,280303,610,24,0,227.84,175.5,235.7,181,217.16,163,0.0,0.0393442622950819,10.680000000000009,-7.859999999999985,161.323,1.127,0.52,1,0.08323328430629401,Normal Center
2024,Kerala,Alappuzha/Chengannur,Sree Narayana Cen Sch Kayamkulam Alleppey Kl,280109,457,12,1,205.84,149.0,235.7,181,217.16,163,0.0021881838074398,0.0284463894967177,-11.319999999999991,-29.859999999999985,161.861,1.191,0.529,1,0.07386735968112945,Normal Center
2024,Kerala,Thrissur,Hira English School,281222,291,14,0,257.79,199.0,235.7,181,217.16,163,0.0,0.0481099656357388,40.63000000000002,22.090000000000032,170.683,0.855,-0.306,1,0.08365454737742412,Normal Center
2024,Kerala,Palakkad,Kendriya Vidyalaya Hemambika Nagar No.I Palakkad,281010,464,19,0,232.15,185.0,235.7,181,217.16,163,0.0,0.0409482758620689,14.990000000000007,-3.549999999999983,158.191,1.083,0.373,1,0.08406444527576518,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Saraswathi Vidyanikethan Pub School,280304,561,16,1,212.79,168.0,235.7,181,217.16,163,0.0017825311942959,0.0303030303030303,-4.3700000000000045,-22.91,152.219,1.276,1.051,1,0.06786831020567513,Normal Center
2024,Kerala,Malappuram,Malabar Central School,280903,719,58,2,292.9,247.0,235.7,181,217.16,163,0.0027816411682892,0.0834492350486787,75.73999999999998,57.19999999999999,177.073,0.597,-0.735,1,0.060416439296246516,Normal Center
2024,Kerala,Thrissur,Chinmaya Vidyalaya,281214,409,17,0,257.61,210.0,235.7,181,217.16,163,0.0,0.0415647921760391,40.45000000000002,21.910000000000025,164.066,0.764,-0.332,1,0.07991028325501126,Normal Center
2024,Kerala,Malappuram,Sree Valluvanad Vidya Bhavan,280904,719,45,4,269.05,225.0,235.7,181,217.16,163,0.0055632823365785,0.0681502086230876,51.890000000000015,33.35000000000002,173.081,0.737,-0.45,1,0.0413208072910759,Normal Center
2024,Kerala,Alappuzha/Chengannur,V.N.S.S.S.N.Trusts Central School,280107,499,19,1,217.95,167.0,235.7,181,217.16,163,0.002004008016032,0.0400801603206412,0.789999999999992,-17.75,164.391,1.163,0.565,1,0.07551579126560204,Normal Center
2024,Kerala,Thrissur,B V B S Ramakrishnan Mem Pub Sch Thrissur Kl,281213,428,20,0,246.96,192.5,235.7,181,217.16,163,0.0,0.0467289719626168,29.80000000000001,11.26000000000002,168.672,0.806,-0.388,1,0.08245686459804713,Normal Center
2024,Kerala,Pathanamthitta,Sudarsanam Central School,281401,521,7,0,164.01,120.0,235.7,181,217.16,163,0.0,0.0134357005758157,-53.150000000000006,-71.69,137.519,1.538,2.058,1,0.0718152879102808,Normal Center
2024,Kerala,Kottayam,Sree Saraswathy Vidyamandir,280715,402,47,2,267.86,186.0,235.7,181,217.16,163,0.0049751243781094,0.1218905472636815,50.70000000000002,32.160000000000025,202.161,0.773,-0.789,1,0.04567174302647892,Normal Center
2024,Kerala,Kottayam,Aravinda Vidyamandiram,280712,456,36,1,242.31,172.5,235.7,181,217.16,163,0.0021929824561403,0.0811403508771929,25.15000000000001,6.610000000000014,191.626,0.932,-0.378,1,0.07258357549498268,Normal Center
2024,Kerala,Pathanamthitta,O E M Public School,281406,452,7,0,175.85,134.5,235.7,181,217.16,163,0.0,0.0154867256637168,-41.31,-59.85,141.879,1.522,1.963,1,0.07391093076128352,Normal Center
2024,Kerala,Kottayam,Cluny Pub Sch Cheppumpara Lakkattoor Kottayam Kl,280724,344,42,0,259.78,175.0,235.7,181,217.16,163,0.0,0.1220930232558139,42.619999999999976,24.079999999999984,207.153,0.754,-0.844,1,0.07472253852437089,Normal Center
2024,Kerala,Wayanad,Hill Blooms School,281602,342,16,0,230.58,181.0,235.7,181,217.16,163,0.0,0.0467836257309941,13.420000000000016,-5.119999999999976,161.734,1.098,0.489,1,0.08233155907135298,Normal Center
2024,Kerala,Pathanamthitta,College Of Engineering Kallooppara,281408,333,10,0,180.63,127.0,235.7,181,217.16,163,0.0,0.03003003003003,-36.53,-55.06999999999999,152.47,1.471,1.628,1,0.0748258436163573,Normal Center
2024,Kerala,Wayanad,Mc Leod''S School,281605,294,10,1,216.68,165.0,235.7,181,217.16,163,0.0034013605442176,0.0374149659863945,-0.4799999999999897,-19.019999999999985,156.619,1.18,0.824,1,0.0681793583833149,Normal Center
2024,Kerala,Kottayam,St.Kuriakose Public Sch Kaduthuruthy Kottayam Kl,280723,335,31,1,266.21,193.0,235.7,181,217.16,163,0.0029850746268656,0.0955223880597015,49.04999999999998,30.50999999999999,196.915,0.708,-0.82,1,0.06437641566674679,Normal Center
2024,Kerala,Palakkad,The Sobha Academy Vadakkenchery Palakkad Kl,281007,460,12,0,247.78,200.0,235.7,181,217.16,163,0.0,0.0260869565217391,30.620000000000005,12.080000000000013,155.364,0.841,-0.155,1,0.08276668361359052,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Nalanda Pub School Kuthapady Thammanam Kochi Kl,280313,449,18,1,226.65,171.0,235.7,181,217.16,163,0.0022271714922048,0.042316258351893,9.490000000000007,-9.049999999999985,165.639,1.082,0.272,1,0.07572479492055056,Normal Center
2024,Kerala,Malappuram,Bharatiya Vidya Bhavan Eng Med School,280922,368,24,0,276.37,238.5,235.7,181,217.16,163,0.0,0.0652173913043478,59.21000000000001,40.670000000000016,172.849,0.68,-0.511,1,0.07558802352785537,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Vishwadeepti Vidyalaya Public School,280314,434,23,0,230.12,171.0,235.7,181,217.16,163,0.0,0.0529953917050691,12.960000000000008,-5.579999999999984,168.469,1.081,0.388,1,0.08371415390445874,Normal Center
2024,Kerala,Alappuzha/Chengannur,Matha Senior Secondary School,280119,759,24,0,205.1,158.0,235.7,181,217.16,163,0.0,0.0316205533596837,-12.060000000000002,-30.599999999999994,154.099,1.164,0.715,1,0.08467704766042267,Normal Center
2024,Kerala,Malappuram,Airport School Calicut Airport Po Malappuram Kl,280925,347,23,1,279.57,233.0,235.7,181,217.16,163,0.0028818443804034,0.069164265129683,62.41,43.870000000000005,176.091,0.641,-0.643,1,0.061652713349697574,Normal Center
2024,Kerala,Alappuzha/Chengannur,S D V English Medium Higher Secondary School,280110,459,15,1,216.86,165.0,235.7,181,217.16,163,0.0021786492374727,0.0348583877995642,-0.2999999999999829,-18.83999999999997,159.8,1.117,0.386,1,0.07615267732674391,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,St. Xaviers Public School,280322,317,15,0,229.57,168.0,235.7,181,217.16,163,0.0,0.0473186119873817,12.409999999999997,-6.129999999999996,164.415,1.129,0.362,1,0.08402320047250866,Normal Center
2024,Kerala,Thrissur,Sree Gokulam Public School Pazhuvil West Thriprayar Thrisur,281204,684,23,0,240.24,191.5,235.7,181,217.16,163,0.0,0.033625730994152,23.080000000000013,4.5400000000000205,159.164,0.951,0.03,1,0.08256217905932295,Normal Center
2024,Kerala,Malappuram,Sacred Heart Senior Secondary School,280913,487,39,0,287.25,246.0,235.7,181,217.16,163,0.0,0.0800821355236139,70.09,51.55000000000001,173.468,0.658,-0.632,1,0.07255902246767665,Normal Center
2024,Kerala,Palakkad,Lakshmi Narayana Vidyanikethan,281009,452,22,0,256.51,201.0,235.7,181,217.16,163,0.0,0.0486725663716814,39.35,20.81,165.462,0.835,-0.265,1,0.08144146424733506,Normal Center
2024,Kerala,Thrissur,Vidya Academy Of Science And Technology,281203,681,34,1,241.6,195.0,235.7,181,217.16,163,0.0014684287812041,0.0513950073421439,24.44,5.900000000000006,162.1,0.999,0.179,1,0.0748463427596639,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Pragati Academy Perumbavoor,280325,349,21,1,225.95,168.0,235.7,181,217.16,163,0.0028653295128939,0.0630372492836676,8.789999999999992,-9.75,175.54,1.085,0.168,1,0.07171803972455743,Normal Center
2024,Kerala,Alappuzha/Chengannur,Leo Xiii Eng Medium Sch Avalookunnu Alleppey Kl,280117,269,10,0,208.49,169.0,235.7,181,217.16,163,0.0,0.037174721189591,-8.669999999999987,-27.20999999999998,152.824,1.308,1.079,1,0.07970415229533806,Normal Center
2024,Kerala,Malappuram,Benchmark International School,280914,484,36,0,270.52,219.0,235.7,181,217.16,163,0.0,0.0743801652892562,53.35999999999999,34.81999999999999,178.254,0.752,-0.481,1,0.07790454921123185,Normal Center
2024,Kerala,Pathanamthitta,"Mar Thoma Senior Secondary School`,Kozhenchery P O,Kozhenchery,Pathanamthitta.",281409,295,5,0,161.69,118.0,235.7,181,217.16,163,0.0,0.0169491525423728,-55.47,-74.00999999999999,136.7,1.749,2.973,1,0.06828983204472,Normal Center
2024,Kerala,Kottayam,Sreyas Public School Ponkunnam Kottayam Kerala,280722,340,30,2,248.52,173.0,235.7,181,217.16,163,0.0058823529411764,0.0941176470588235,31.360000000000014,12.820000000000022,197.898,0.863,-0.611,1,0.034788878715561855,Normal Center
2024,Kerala,Wayanad,Mount Tabor English School,281604,341,11,0,224.05,170.0,235.7,181,217.16,163,0.0,0.032258064516129,6.890000000000015,-11.649999999999975,158.509,1.13,0.478,1,0.08323328430629401,Normal Center
2024,Kerala,Wayanad,Wmo English Academy,281603,336,16,1,232.37,182.0,235.7,181,217.16,163,0.0029761904761904,0.050595238095238,15.210000000000008,-3.329999999999984,159.404,1.066,0.399,1,0.0712404909203509,Normal Center
2024,Kerala,Kottayam,Mount Carmel Vidyaniketan,280725,336,36,0,270.67,190.0,235.7,181,217.16,163,0.0,0.1071428571428571,53.51000000000002,34.97000000000003,199.907,0.667,-0.942,1,0.07455301252851554,Normal Center
2024,Kerala,Pathanamthitta,Carmel Convent English Medium School Thadiyoor,281407,430,9,0,174.72,128.5,235.7,181,217.16,163,0.0,0.0209302325581395,-42.44,-60.97999999999999,144.122,1.493,1.902,1,0.07391093076128352,Normal Center
2024,Kerala,Kottayam,Lisieux English School Nadel Vaikom Kottayam Kl,280713,418,30,2,233.48,168.5,235.7,181,217.16,163,0.0047846889952153,0.0765550239234449,16.319999999999993,-2.219999999999999,186.604,1.014,-0.067,1,0.0547991285043985,Normal Center
2024,Kerala,Kottayam,Mary Rani Public School,280714,430,29,1,247.61,172.0,235.7,181,217.16,163,0.0023255813953488,0.0697674418604651,30.450000000000017,11.910000000000023,191.714,0.889,-0.482,1,0.07324976935486871,Normal Center
2024,Kerala,Alappuzha/Chengannur,Panickaveettil Sir Sebastian Public School,280116,316,7,0,205.66,154.5,235.7,181,217.16,163,0.0,0.0221518987341772,-11.5,-30.039999999999992,155.553,1.164,0.606,1,0.08491008055300048,Normal Center
2024,Kerala,Ernakulam/Moovattupuzha,Al-Ameen Public School,280324,333,12,1,230.55,180.0,235.7,181,217.16,163,0.003003003003003,0.039039039039039,13.390000000000017,-5.149999999999977,169.584,0.988,0.063,1,0.06933685222739155,Normal Center
2024,Kerala,Thrissur,Ansar English School,281202,820,39,0,259.12,213.5,235.7,181,217.16,163,0.0,0.0475609756097561,41.96000000000001,23.420000000000016,163.706,0.793,-0.333,1,0.08171078305600471,Normal Center
2024,Kerala,Malappuram,St Francis School Kuttumunda Malappuram Kerala,280915,461,29,0,281.39,252.0,235.7,181,217.16,163,0.0,0.0629067245119305,64.22999999999999,45.69,171.999,0.603,-0.588,1,0.0745586015884444,Normal Center
